=== Agent Install Log ===
=== Agent Compile Log ===
=== Agent Error Log ===
[2021-09-23 20:32:58,393] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 391 |Road: 0 |
[2021-09-23 20:32:58,437] CRITICAL: Unknown resource Cell (5, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,437] CRITICAL: Unknown resource Cell (6, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,437] CRITICAL: Unknown resource Cell (7, 4) |Resource | wood | 780 |Road: 0 |
[2021-09-23 20:32:58,437] CRITICAL: Unknown resource Cell (8, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,437] CRITICAL: Unknown resource Cell (9, 7) |Resource | wood | 337 |Road: 0 |
[2021-09-23 20:32:58,437] CRITICAL: Unknown resource Cell (10, 6) |Resource | wood | 353 |Road: 0 |
[2021-09-23 20:32:58,437] CRITICAL: Unknown resource Cell (10, 7) |Resource | wood | 403 |Road: 0 |
[2021-09-23 20:32:58,437] CRITICAL: Unknown resource Cell (11, 6) |Resource | wood | 401 |Road: 0 |
[2021-09-23 20:32:58,437] CRITICAL: Unknown resource Cell (11, 7) |Resource | wood | 378 |Road: 0 |
[2021-09-23 20:32:58,533] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 412 |Road: 0 |
[2021-09-23 20:32:58,533] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 388 |Road: 0 |
[2021-09-23 20:32:58,533] CRITICAL: Unknown resource Cell (1, 6) |Resource | wood | 362 |Road: 0 |
[2021-09-23 20:32:58,533] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 414 |Road: 0 |
[2021-09-23 20:32:58,533] CRITICAL: Unknown resource Cell (2, 7) |Resource | wood | 346 |Road: 0 |
[2021-09-23 20:32:58,533] CRITICAL: Unknown resource Cell (3, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,533] CRITICAL: Unknown resource Cell (4, 4) |Resource | wood | 760 |Road: 0 |
[2021-09-23 20:32:58,533] CRITICAL: Unknown resource Cell (5, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,534] CRITICAL: Unknown resource Cell (6, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,534] CRITICAL: Unknown resource Cell (7, 4) |Resource | wood | 760 |Road: 0 |
[2021-09-23 20:32:58,534] CRITICAL: Unknown resource Cell (8, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,534] CRITICAL: Unknown resource Cell (9, 7) |Resource | wood | 346 |Road: 0 |
[2021-09-23 20:32:58,534] CRITICAL: Unknown resource Cell (10, 6) |Resource | wood | 362 |Road: 0 |
[2021-09-23 20:32:58,534] CRITICAL: Unknown resource Cell (10, 7) |Resource | wood | 414 |Road: 0 |
[2021-09-23 20:32:58,534] CRITICAL: Unknown resource Cell (11, 6) |Resource | wood | 412 |Road: 0 |
[2021-09-23 20:32:58,534] CRITICAL: Unknown resource Cell (11, 7) |Resource | wood | 388 |Road: 0 |
[2021-09-23 20:32:58,588] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 423 |Road: 0 |
[2021-09-23 20:32:58,588] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 398 |Road: 0 |
[2021-09-23 20:32:58,588] CRITICAL: Unknown resource Cell (1, 6) |Resource | wood | 372 |Road: 0 |
[2021-09-23 20:32:58,588] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 425 |Road: 0 |
[2021-09-23 20:32:58,588] CRITICAL: Unknown resource Cell (2, 7) |Resource | wood | 355 |Road: 0 |
[2021-09-23 20:32:58,588] CRITICAL: Unknown resource Cell (3, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,588] CRITICAL: Unknown resource Cell (4, 4) |Resource | wood | 740 |Road: 0 |
[2021-09-23 20:32:58,588] CRITICAL: Unknown resource Cell (5, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,588] CRITICAL: Unknown resource Cell (6, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,588] CRITICAL: Unknown resource Cell (7, 4) |Resource | wood | 740 |Road: 0 |
[2021-09-23 20:32:58,588] CRITICAL: Unknown resource Cell (8, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,588] CRITICAL: Unknown resource Cell (9, 7) |Resource | wood | 355 |Road: 0 |
[2021-09-23 20:32:58,588] CRITICAL: Unknown resource Cell (10, 6) |Resource | wood | 372 |Road: 0 |
[2021-09-23 20:32:58,589] CRITICAL: Unknown resource Cell (10, 7) |Resource | wood | 425 |Road: 0 |
[2021-09-23 20:32:58,589] CRITICAL: Unknown resource Cell (11, 6) |Resource | wood | 423 |Road: 0 |
[2021-09-23 20:32:58,589] CRITICAL: Unknown resource Cell (11, 7) |Resource | wood | 398 |Road: 0 |
[2021-09-23 20:32:58,641] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 434 |Road: 0 |
[2021-09-23 20:32:58,641] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 408 |Road: 0 |
[2021-09-23 20:32:58,642] CRITICAL: Unknown resource Cell (1, 6) |Resource | wood | 382 |Road: 0 |
[2021-09-23 20:32:58,642] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 436 |Road: 0 |
[2021-09-23 20:32:58,642] CRITICAL: Unknown resource Cell (2, 7) |Resource | wood | 364 |Road: 0 |
[2021-09-23 20:32:58,642] CRITICAL: Unknown resource Cell (3, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,642] CRITICAL: Unknown resource Cell (4, 4) |Resource | wood | 720 |Road: 0 |
[2021-09-23 20:32:58,642] CRITICAL: Unknown resource Cell (5, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,642] CRITICAL: Unknown resource Cell (6, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,642] CRITICAL: Unknown resource Cell (7, 4) |Resource | wood | 720 |Road: 0 |
[2021-09-23 20:32:58,642] CRITICAL: Unknown resource Cell (8, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,642] CRITICAL: Unknown resource Cell (9, 7) |Resource | wood | 364 |Road: 0 |
[2021-09-23 20:32:58,642] CRITICAL: Unknown resource Cell (10, 6) |Resource | wood | 382 |Road: 0 |
[2021-09-23 20:32:58,642] CRITICAL: Unknown resource Cell (10, 7) |Resource | wood | 436 |Road: 0 |
[2021-09-23 20:32:58,642] CRITICAL: Unknown resource Cell (11, 6) |Resource | wood | 434 |Road: 0 |
[2021-09-23 20:32:58,642] CRITICAL: Unknown resource Cell (11, 7) |Resource | wood | 408 |Road: 0 |
[2021-09-23 20:32:58,672] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 445 |Road: 0 |
[2021-09-23 20:32:58,672] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 419 |Road: 0 |
[2021-09-23 20:32:58,672] CRITICAL: Unknown resource Cell (1, 6) |Resource | wood | 392 |Road: 0 |
[2021-09-23 20:32:58,672] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 447 |Road: 0 |
[2021-09-23 20:32:58,672] CRITICAL: Unknown resource Cell (2, 7) |Resource | wood | 374 |Road: 0 |
[2021-09-23 20:32:58,672] CRITICAL: Unknown resource Cell (3, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,672] CRITICAL: Unknown resource Cell (4, 4) |Resource | wood | 700 |Road: 0 |
[2021-09-23 20:32:58,672] CRITICAL: Unknown resource Cell (5, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,672] CRITICAL: Unknown resource Cell (6, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,672] CRITICAL: Unknown resource Cell (7, 4) |Resource | wood | 700 |Road: 0 |
[2021-09-23 20:32:58,672] CRITICAL: Unknown resource Cell (8, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,672] CRITICAL: Unknown resource Cell (9, 7) |Resource | wood | 374 |Road: 0 |
[2021-09-23 20:32:58,672] CRITICAL: Unknown resource Cell (10, 6) |Resource | wood | 392 |Road: 0 |
[2021-09-23 20:32:58,672] CRITICAL: Unknown resource Cell (10, 7) |Resource | wood | 447 |Road: 0 |
[2021-09-23 20:32:58,672] CRITICAL: Unknown resource Cell (11, 6) |Resource | wood | 445 |Road: 0 |
[2021-09-23 20:32:58,672] CRITICAL: Unknown resource Cell (11, 7) |Resource | wood | 419 |Road: 0 |
[2021-09-23 20:32:58,725] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 457 |Road: 0 |
[2021-09-23 20:32:58,725] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 430 |Road: 0 |
[2021-09-23 20:32:58,725] CRITICAL: Unknown resource Cell (1, 6) |Resource | wood | 402 |Road: 0 |
[2021-09-23 20:32:58,725] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 459 |Road: 0 |
[2021-09-23 20:32:58,725] CRITICAL: Unknown resource Cell (2, 7) |Resource | wood | 384 |Road: 0 |
[2021-09-23 20:32:58,725] CRITICAL: Unknown resource Cell (3, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,725] CRITICAL: Unknown resource Cell (4, 4) |Resource | wood | 680 |Road: 0 |
[2021-09-23 20:32:58,725] CRITICAL: Unknown resource Cell (5, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,725] CRITICAL: Unknown resource Cell (6, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,725] CRITICAL: Unknown resource Cell (7, 4) |Resource | wood | 680 |Road: 0 |
[2021-09-23 20:32:58,725] CRITICAL: Unknown resource Cell (8, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,725] CRITICAL: Unknown resource Cell (9, 7) |Resource | wood | 384 |Road: 0 |
[2021-09-23 20:32:58,725] CRITICAL: Unknown resource Cell (10, 6) |Resource | wood | 402 |Road: 0 |
[2021-09-23 20:32:58,725] CRITICAL: Unknown resource Cell (10, 7) |Resource | wood | 459 |Road: 0 |
[2021-09-23 20:32:58,726] CRITICAL: Unknown resource Cell (11, 6) |Resource | wood | 457 |Road: 0 |
[2021-09-23 20:32:58,726] CRITICAL: Unknown resource Cell (11, 7) |Resource | wood | 430 |Road: 0 |
[2021-09-23 20:32:58,769] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 469 |Road: 0 |
[2021-09-23 20:32:58,769] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 441 |Road: 0 |
[2021-09-23 20:32:58,769] CRITICAL: Unknown resource Cell (1, 6) |Resource | wood | 413 |Road: 0 |
[2021-09-23 20:32:58,769] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 471 |Road: 0 |
[2021-09-23 20:32:58,770] CRITICAL: Unknown resource Cell (2, 7) |Resource | wood | 394 |Road: 0 |
[2021-09-23 20:32:58,770] CRITICAL: Unknown resource Cell (3, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,770] CRITICAL: Unknown resource Cell (4, 4) |Resource | wood | 660 |Road: 0 |
[2021-09-23 20:32:58,770] CRITICAL: Unknown resource Cell (5, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,770] CRITICAL: Unknown resource Cell (6, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,770] CRITICAL: Unknown resource Cell (7, 4) |Resource | wood | 660 |Road: 0 |
[2021-09-23 20:32:58,770] CRITICAL: Unknown resource Cell (8, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,770] CRITICAL: Unknown resource Cell (9, 7) |Resource | wood | 394 |Road: 0 |
[2021-09-23 20:32:58,770] CRITICAL: Unknown resource Cell (10, 6) |Resource | wood | 413 |Road: 0 |
[2021-09-23 20:32:58,770] CRITICAL: Unknown resource Cell (10, 7) |Resource | wood | 471 |Road: 0 |
[2021-09-23 20:32:58,770] CRITICAL: Unknown resource Cell (11, 6) |Resource | wood | 469 |Road: 0 |
[2021-09-23 20:32:58,770] CRITICAL: Unknown resource Cell (11, 7) |Resource | wood | 441 |Road: 0 |
[2021-09-23 20:32:58,822] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 481 |Road: 0 |
[2021-09-23 20:32:58,822] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 453 |Road: 0 |
[2021-09-23 20:32:58,822] CRITICAL: Unknown resource Cell (1, 6) |Resource | wood | 424 |Road: 0 |
[2021-09-23 20:32:58,822] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 483 |Road: 0 |
[2021-09-23 20:32:58,822] CRITICAL: Unknown resource Cell (2, 7) |Resource | wood | 404 |Road: 0 |
[2021-09-23 20:32:58,822] CRITICAL: Unknown resource Cell (3, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,822] CRITICAL: Unknown resource Cell (4, 4) |Resource | wood | 640 |Road: 0 |
[2021-09-23 20:32:58,822] CRITICAL: Unknown resource Cell (5, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,822] CRITICAL: Unknown resource Cell (6, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,823] CRITICAL: Unknown resource Cell (7, 4) |Resource | wood | 640 |Road: 0 |
[2021-09-23 20:32:58,823] CRITICAL: Unknown resource Cell (8, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,823] CRITICAL: Unknown resource Cell (9, 7) |Resource | wood | 404 |Road: 0 |
[2021-09-23 20:32:58,823] CRITICAL: Unknown resource Cell (10, 6) |Resource | wood | 424 |Road: 0 |
[2021-09-23 20:32:58,823] CRITICAL: Unknown resource Cell (10, 7) |Resource | wood | 483 |Road: 0 |
[2021-09-23 20:32:58,823] CRITICAL: Unknown resource Cell (11, 6) |Resource | wood | 481 |Road: 0 |
[2021-09-23 20:32:58,823] CRITICAL: Unknown resource Cell (11, 7) |Resource | wood | 453 |Road: 0 |
[2021-09-23 20:32:58,877] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 494 |Road: 0 |
[2021-09-23 20:32:58,877] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 465 |Road: 0 |
[2021-09-23 20:32:58,877] CRITICAL: Unknown resource Cell (1, 6) |Resource | wood | 435 |Road: 0 |
[2021-09-23 20:32:58,877] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 496 |Road: 0 |
[2021-09-23 20:32:58,877] CRITICAL: Unknown resource Cell (2, 7) |Resource | wood | 415 |Road: 0 |
[2021-09-23 20:32:58,877] CRITICAL: Unknown resource Cell (3, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,877] CRITICAL: Unknown resource Cell (4, 4) |Resource | wood | 620 |Road: 0 |
[2021-09-23 20:32:58,877] CRITICAL: Unknown resource Cell (5, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,877] CRITICAL: Unknown resource Cell (6, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,877] CRITICAL: Unknown resource Cell (7, 4) |Resource | wood | 620 |Road: 0 |
[2021-09-23 20:32:58,877] CRITICAL: Unknown resource Cell (8, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,877] CRITICAL: Unknown resource Cell (9, 7) |Resource | wood | 415 |Road: 0 |
[2021-09-23 20:32:58,877] CRITICAL: Unknown resource Cell (10, 6) |Resource | wood | 435 |Road: 0 |
[2021-09-23 20:32:58,877] CRITICAL: Unknown resource Cell (10, 7) |Resource | wood | 496 |Road: 0 |
[2021-09-23 20:32:58,877] CRITICAL: Unknown resource Cell (11, 6) |Resource | wood | 494 |Road: 0 |
[2021-09-23 20:32:58,877] CRITICAL: Unknown resource Cell (11, 7) |Resource | wood | 465 |Road: 0 |
[2021-09-23 20:32:58,919] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:58,920] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 477 |Road: 0 |
[2021-09-23 20:32:58,920] CRITICAL: Unknown resource Cell (1, 6) |Resource | wood | 446 |Road: 0 |
[2021-09-23 20:32:58,920] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:58,920] CRITICAL: Unknown resource Cell (2, 7) |Resource | wood | 426 |Road: 0 |
[2021-09-23 20:32:58,920] CRITICAL: Unknown resource Cell (3, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,920] CRITICAL: Unknown resource Cell (4, 4) |Resource | wood | 600 |Road: 0 |
[2021-09-23 20:32:58,920] CRITICAL: Unknown resource Cell (5, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,920] CRITICAL: Unknown resource Cell (6, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,920] CRITICAL: Unknown resource Cell (7, 4) |Resource | wood | 600 |Road: 0 |
[2021-09-23 20:32:58,920] CRITICAL: Unknown resource Cell (8, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,920] CRITICAL: Unknown resource Cell (9, 7) |Resource | wood | 426 |Road: 0 |
[2021-09-23 20:32:58,920] CRITICAL: Unknown resource Cell (10, 6) |Resource | wood | 446 |Road: 0 |
[2021-09-23 20:32:58,920] CRITICAL: Unknown resource Cell (10, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:58,920] CRITICAL: Unknown resource Cell (11, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:58,920] CRITICAL: Unknown resource Cell (11, 7) |Resource | wood | 477 |Road: 0 |
[2021-09-23 20:32:58,974] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:58,975] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 489 |Road: 0 |
[2021-09-23 20:32:58,975] CRITICAL: Unknown resource Cell (1, 6) |Resource | wood | 458 |Road: 0 |
[2021-09-23 20:32:58,975] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:58,975] CRITICAL: Unknown resource Cell (2, 7) |Resource | wood | 437 |Road: 0 |
[2021-09-23 20:32:58,975] CRITICAL: Unknown resource Cell (3, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,975] CRITICAL: Unknown resource Cell (4, 4) |Resource | wood | 580 |Road: 0 |
[2021-09-23 20:32:58,975] CRITICAL: Unknown resource Cell (5, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,975] CRITICAL: Unknown resource Cell (6, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,975] CRITICAL: Unknown resource Cell (7, 4) |Resource | wood | 580 |Road: 0 |
[2021-09-23 20:32:58,975] CRITICAL: Unknown resource Cell (8, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:58,975] CRITICAL: Unknown resource Cell (9, 7) |Resource | wood | 437 |Road: 0 |
[2021-09-23 20:32:58,975] CRITICAL: Unknown resource Cell (10, 6) |Resource | wood | 458 |Road: 0 |
[2021-09-23 20:32:58,975] CRITICAL: Unknown resource Cell (10, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:58,975] CRITICAL: Unknown resource Cell (11, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:58,975] CRITICAL: Unknown resource Cell (11, 7) |Resource | wood | 489 |Road: 0 |
[2021-09-23 20:32:59,019] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,019] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,019] CRITICAL: Unknown resource Cell (1, 6) |Resource | wood | 470 |Road: 0 |
[2021-09-23 20:32:59,019] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,019] CRITICAL: Unknown resource Cell (2, 7) |Resource | wood | 448 |Road: 0 |
[2021-09-23 20:32:59,019] CRITICAL: Unknown resource Cell (3, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,019] CRITICAL: Unknown resource Cell (4, 4) |Resource | wood | 560 |Road: 0 |
[2021-09-23 20:32:59,019] CRITICAL: Unknown resource Cell (5, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,019] CRITICAL: Unknown resource Cell (6, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,019] CRITICAL: Unknown resource Cell (7, 4) |Resource | wood | 560 |Road: 0 |
[2021-09-23 20:32:59,019] CRITICAL: Unknown resource Cell (8, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,019] CRITICAL: Unknown resource Cell (9, 7) |Resource | wood | 448 |Road: 0 |
[2021-09-23 20:32:59,019] CRITICAL: Unknown resource Cell (10, 6) |Resource | wood | 470 |Road: 0 |
[2021-09-23 20:32:59,019] CRITICAL: Unknown resource Cell (10, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,020] CRITICAL: Unknown resource Cell (11, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,020] CRITICAL: Unknown resource Cell (11, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,072] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,072] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,072] CRITICAL: Unknown resource Cell (1, 6) |Resource | wood | 482 |Road: 0 |
[2021-09-23 20:32:59,072] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,072] CRITICAL: Unknown resource Cell (2, 7) |Resource | wood | 460 |Road: 0 |
[2021-09-23 20:32:59,072] CRITICAL: Unknown resource Cell (3, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,072] CRITICAL: Unknown resource Cell (4, 4) |Resource | wood | 540 |Road: 0 |
[2021-09-23 20:32:59,072] CRITICAL: Unknown resource Cell (5, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,072] CRITICAL: Unknown resource Cell (6, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,073] CRITICAL: Unknown resource Cell (7, 4) |Resource | wood | 540 |Road: 0 |
[2021-09-23 20:32:59,073] CRITICAL: Unknown resource Cell (8, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,073] CRITICAL: Unknown resource Cell (9, 7) |Resource | wood | 460 |Road: 0 |
[2021-09-23 20:32:59,073] CRITICAL: Unknown resource Cell (10, 6) |Resource | wood | 482 |Road: 0 |
[2021-09-23 20:32:59,073] CRITICAL: Unknown resource Cell (10, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,073] CRITICAL: Unknown resource Cell (11, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,073] CRITICAL: Unknown resource Cell (11, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,115] CRITICAL: Unknown resource Cell (0, 6) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,115] CRITICAL: Unknown resource Cell (0, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,115] CRITICAL: Unknown resource Cell (1, 6) |Resource | wood | 495 |Road: 0 |
[2021-09-23 20:32:59,115] CRITICAL: Unknown resource Cell (1, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,115] CRITICAL: Unknown resource Cell (2, 7) |Resource | wood | 472 |Road: 0 |
[2021-09-23 20:32:59,115] CRITICAL: Unknown resource Cell (3, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,115] CRITICAL: Unknown resource Cell (4, 4) |Resource | wood | 520 |Road: 0 |
[2021-09-23 20:32:59,115] CRITICAL: Unknown resource Cell (5, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,115] CRITICAL: Unknown resource Cell (6, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,115] CRITICAL: Unknown resource Cell (7, 4) |Resource | wood | 520 |Road: 0 |
[2021-09-23 20:32:59,115] CRITICAL: Unknown resource Cell (8, 4) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:32:59,115] CRITICAL: Unknown resource Cell (9, 7) |Resource | wood | 472 |Road: 0 |
[2021-09-23 20:32:59,115] CRITICAL: Unknown resource Cell (10, 6) |Resource | wood | 495 |Road: 0 |
[2021-09-23 20:32:59,115] CRITICAL: Unknown resource Cell (10, 7) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:32:59,115] CRITICAL: Unknown resource Cell (11, 6) |Resource | wood | 500 |Road: 0 |
