=== Agent Install Log ===
=== Agent Compile Log ===
=== Agent Error Log ===
[2021-09-23 20:09:44,767] CRITICAL: Unknown resource Cell (2, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:44,791] CRITICAL: Unknown resource Cell (3, 9) |Resource | wood | 416 |Road: 0 |
[2021-09-23 20:09:44,791] CRITICAL: Unknown resource Cell (3, 10) |Resource | wood | 760 |Road: 0 |
[2021-09-23 20:09:44,791] CRITICAL: Unknown resource Cell (3, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:44,791] CRITICAL: Unknown resource Cell (4, 8) |Resource | wood | 385 |Road: 0 |
[2021-09-23 20:09:44,791] CRITICAL: Unknown resource Cell (4, 9) |Resource | wood | 375 |Road: 0 |
[2021-09-23 20:09:44,791] CRITICAL: Unknown resource Cell (7, 8) |Resource | wood | 385 |Road: 0 |
[2021-09-23 20:09:44,791] CRITICAL: Unknown resource Cell (7, 9) |Resource | wood | 375 |Road: 0 |
[2021-09-23 20:09:44,791] CRITICAL: Unknown resource Cell (8, 8) |Resource | wood | 377 |Road: 0 |
[2021-09-23 20:09:44,791] CRITICAL: Unknown resource Cell (8, 9) |Resource | wood | 416 |Road: 0 |
[2021-09-23 20:09:44,791] CRITICAL: Unknown resource Cell (8, 10) |Resource | wood | 760 |Road: 0 |
[2021-09-23 20:09:44,791] CRITICAL: Unknown resource Cell (8, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:44,791] CRITICAL: Unknown resource Cell (9, 11) |Resource | wood | 760 |Road: 0 |
[2021-09-23 20:09:44,825] CRITICAL: Unknown resource Cell (2, 11) |Resource | wood | 740 |Road: 0 |
[2021-09-23 20:09:44,825] CRITICAL: Unknown resource Cell (3, 8) |Resource | wood | 387 |Road: 0 |
[2021-09-23 20:09:44,825] CRITICAL: Unknown resource Cell (3, 9) |Resource | wood | 427 |Road: 0 |
[2021-09-23 20:09:44,825] CRITICAL: Unknown resource Cell (3, 10) |Resource | wood | 740 |Road: 0 |
[2021-09-23 20:09:44,825] CRITICAL: Unknown resource Cell (3, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:44,825] CRITICAL: Unknown resource Cell (4, 8) |Resource | wood | 395 |Road: 0 |
[2021-09-23 20:09:44,825] CRITICAL: Unknown resource Cell (4, 9) |Resource | wood | 385 |Road: 0 |
[2021-09-23 20:09:44,825] CRITICAL: Unknown resource Cell (7, 8) |Resource | wood | 395 |Road: 0 |
[2021-09-23 20:09:44,825] CRITICAL: Unknown resource Cell (7, 9) |Resource | wood | 385 |Road: 0 |
[2021-09-23 20:09:44,825] CRITICAL: Unknown resource Cell (8, 8) |Resource | wood | 387 |Road: 0 |
[2021-09-23 20:09:44,826] CRITICAL: Unknown resource Cell (8, 9) |Resource | wood | 427 |Road: 0 |
[2021-09-23 20:09:44,826] CRITICAL: Unknown resource Cell (8, 10) |Resource | wood | 740 |Road: 0 |
[2021-09-23 20:09:44,826] CRITICAL: Unknown resource Cell (8, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:44,826] CRITICAL: Unknown resource Cell (9, 11) |Resource | wood | 740 |Road: 0 |
[2021-09-23 20:09:44,865] CRITICAL: Unknown resource Cell (2, 11) |Resource | wood | 720 |Road: 0 |
[2021-09-23 20:09:44,865] CRITICAL: Unknown resource Cell (3, 8) |Resource | wood | 397 |Road: 0 |
[2021-09-23 20:09:44,865] CRITICAL: Unknown resource Cell (3, 9) |Resource | wood | 438 |Road: 0 |
[2021-09-23 20:09:44,865] CRITICAL: Unknown resource Cell (3, 10) |Resource | wood | 720 |Road: 0 |
[2021-09-23 20:09:44,866] CRITICAL: Unknown resource Cell (3, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:44,866] CRITICAL: Unknown resource Cell (4, 8) |Resource | wood | 405 |Road: 0 |
[2021-09-23 20:09:44,866] CRITICAL: Unknown resource Cell (4, 9) |Resource | wood | 395 |Road: 0 |
[2021-09-23 20:09:44,866] CRITICAL: Unknown resource Cell (7, 8) |Resource | wood | 405 |Road: 0 |
[2021-09-23 20:09:44,866] CRITICAL: Unknown resource Cell (7, 9) |Resource | wood | 395 |Road: 0 |
[2021-09-23 20:09:44,866] CRITICAL: Unknown resource Cell (8, 8) |Resource | wood | 397 |Road: 0 |
[2021-09-23 20:09:44,866] CRITICAL: Unknown resource Cell (8, 9) |Resource | wood | 438 |Road: 0 |
[2021-09-23 20:09:44,866] CRITICAL: Unknown resource Cell (8, 10) |Resource | wood | 720 |Road: 0 |
[2021-09-23 20:09:44,866] CRITICAL: Unknown resource Cell (8, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:44,866] CRITICAL: Unknown resource Cell (9, 11) |Resource | wood | 720 |Road: 0 |
[2021-09-23 20:09:44,901] CRITICAL: Unknown resource Cell (2, 11) |Resource | wood | 700 |Road: 0 |
[2021-09-23 20:09:44,902] CRITICAL: Unknown resource Cell (3, 8) |Resource | wood | 407 |Road: 0 |
[2021-09-23 20:09:44,902] CRITICAL: Unknown resource Cell (3, 9) |Resource | wood | 449 |Road: 0 |
[2021-09-23 20:09:44,902] CRITICAL: Unknown resource Cell (3, 10) |Resource | wood | 700 |Road: 0 |
[2021-09-23 20:09:44,902] CRITICAL: Unknown resource Cell (3, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:44,902] CRITICAL: Unknown resource Cell (4, 8) |Resource | wood | 416 |Road: 0 |
[2021-09-23 20:09:44,902] CRITICAL: Unknown resource Cell (4, 9) |Resource | wood | 405 |Road: 0 |
[2021-09-23 20:09:44,902] CRITICAL: Unknown resource Cell (7, 8) |Resource | wood | 416 |Road: 0 |
[2021-09-23 20:09:44,902] CRITICAL: Unknown resource Cell (7, 9) |Resource | wood | 405 |Road: 0 |
[2021-09-23 20:09:44,902] CRITICAL: Unknown resource Cell (8, 8) |Resource | wood | 407 |Road: 0 |
[2021-09-23 20:09:44,902] CRITICAL: Unknown resource Cell (8, 9) |Resource | wood | 449 |Road: 0 |
[2021-09-23 20:09:44,902] CRITICAL: Unknown resource Cell (8, 10) |Resource | wood | 700 |Road: 0 |
[2021-09-23 20:09:44,902] CRITICAL: Unknown resource Cell (8, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:44,902] CRITICAL: Unknown resource Cell (9, 11) |Resource | wood | 700 |Road: 0 |
[2021-09-23 20:09:44,936] CRITICAL: Unknown resource Cell (2, 11) |Resource | wood | 680 |Road: 0 |
[2021-09-23 20:09:44,936] CRITICAL: Unknown resource Cell (3, 8) |Resource | wood | 418 |Road: 0 |
[2021-09-23 20:09:44,937] CRITICAL: Unknown resource Cell (3, 9) |Resource | wood | 461 |Road: 0 |
[2021-09-23 20:09:44,937] CRITICAL: Unknown resource Cell (3, 10) |Resource | wood | 680 |Road: 0 |
[2021-09-23 20:09:44,937] CRITICAL: Unknown resource Cell (3, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:44,937] CRITICAL: Unknown resource Cell (4, 8) |Resource | wood | 427 |Road: 0 |
[2021-09-23 20:09:44,937] CRITICAL: Unknown resource Cell (4, 9) |Resource | wood | 416 |Road: 0 |
[2021-09-23 20:09:44,937] CRITICAL: Unknown resource Cell (7, 8) |Resource | wood | 427 |Road: 0 |
[2021-09-23 20:09:44,937] CRITICAL: Unknown resource Cell (7, 9) |Resource | wood | 416 |Road: 0 |
[2021-09-23 20:09:44,937] CRITICAL: Unknown resource Cell (8, 8) |Resource | wood | 418 |Road: 0 |
[2021-09-23 20:09:44,937] CRITICAL: Unknown resource Cell (8, 9) |Resource | wood | 461 |Road: 0 |
[2021-09-23 20:09:44,937] CRITICAL: Unknown resource Cell (8, 10) |Resource | wood | 680 |Road: 0 |
[2021-09-23 20:09:44,937] CRITICAL: Unknown resource Cell (8, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:44,937] CRITICAL: Unknown resource Cell (9, 11) |Resource | wood | 680 |Road: 0 |
[2021-09-23 20:09:44,971] CRITICAL: Unknown resource Cell (2, 11) |Resource | wood | 660 |Road: 0 |
[2021-09-23 20:09:44,971] CRITICAL: Unknown resource Cell (3, 8) |Resource | wood | 429 |Road: 0 |
[2021-09-23 20:09:44,971] CRITICAL: Unknown resource Cell (3, 9) |Resource | wood | 473 |Road: 0 |
[2021-09-23 20:09:44,971] CRITICAL: Unknown resource Cell (3, 10) |Resource | wood | 660 |Road: 0 |
[2021-09-23 20:09:44,971] CRITICAL: Unknown resource Cell (3, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:44,971] CRITICAL: Unknown resource Cell (4, 8) |Resource | wood | 438 |Road: 0 |
[2021-09-23 20:09:44,971] CRITICAL: Unknown resource Cell (4, 9) |Resource | wood | 427 |Road: 0 |
[2021-09-23 20:09:44,971] CRITICAL: Unknown resource Cell (7, 8) |Resource | wood | 438 |Road: 0 |
[2021-09-23 20:09:44,971] CRITICAL: Unknown resource Cell (7, 9) |Resource | wood | 427 |Road: 0 |
[2021-09-23 20:09:44,971] CRITICAL: Unknown resource Cell (8, 8) |Resource | wood | 429 |Road: 0 |
[2021-09-23 20:09:44,971] CRITICAL: Unknown resource Cell (8, 9) |Resource | wood | 473 |Road: 0 |
[2021-09-23 20:09:44,971] CRITICAL: Unknown resource Cell (8, 10) |Resource | wood | 660 |Road: 0 |
[2021-09-23 20:09:44,971] CRITICAL: Unknown resource Cell (8, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:44,971] CRITICAL: Unknown resource Cell (9, 11) |Resource | wood | 660 |Road: 0 |
[2021-09-23 20:09:45,006] CRITICAL: Unknown resource Cell (2, 11) |Resource | wood | 640 |Road: 0 |
[2021-09-23 20:09:45,006] CRITICAL: Unknown resource Cell (3, 8) |Resource | wood | 440 |Road: 0 |
[2021-09-23 20:09:45,006] CRITICAL: Unknown resource Cell (3, 9) |Resource | wood | 485 |Road: 0 |
[2021-09-23 20:09:45,006] CRITICAL: Unknown resource Cell (3, 10) |Resource | wood | 640 |Road: 0 |
[2021-09-23 20:09:45,006] CRITICAL: Unknown resource Cell (3, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,006] CRITICAL: Unknown resource Cell (4, 8) |Resource | wood | 449 |Road: 0 |
[2021-09-23 20:09:45,006] CRITICAL: Unknown resource Cell (4, 9) |Resource | wood | 438 |Road: 0 |
[2021-09-23 20:09:45,006] CRITICAL: Unknown resource Cell (7, 8) |Resource | wood | 449 |Road: 0 |
[2021-09-23 20:09:45,006] CRITICAL: Unknown resource Cell (7, 9) |Resource | wood | 438 |Road: 0 |
[2021-09-23 20:09:45,007] CRITICAL: Unknown resource Cell (8, 8) |Resource | wood | 440 |Road: 0 |
[2021-09-23 20:09:45,007] CRITICAL: Unknown resource Cell (8, 9) |Resource | wood | 485 |Road: 0 |
[2021-09-23 20:09:45,007] CRITICAL: Unknown resource Cell (8, 10) |Resource | wood | 640 |Road: 0 |
[2021-09-23 20:09:45,007] CRITICAL: Unknown resource Cell (8, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,007] CRITICAL: Unknown resource Cell (9, 11) |Resource | wood | 640 |Road: 0 |
[2021-09-23 20:09:45,041] CRITICAL: Unknown resource Cell (2, 11) |Resource | wood | 620 |Road: 0 |
[2021-09-23 20:09:45,041] CRITICAL: Unknown resource Cell (3, 8) |Resource | wood | 451 |Road: 0 |
[2021-09-23 20:09:45,041] CRITICAL: Unknown resource Cell (3, 9) |Resource | wood | 498 |Road: 0 |
[2021-09-23 20:09:45,041] CRITICAL: Unknown resource Cell (3, 10) |Resource | wood | 620 |Road: 0 |
[2021-09-23 20:09:45,041] CRITICAL: Unknown resource Cell (3, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,041] CRITICAL: Unknown resource Cell (4, 8) |Resource | wood | 461 |Road: 0 |
[2021-09-23 20:09:45,041] CRITICAL: Unknown resource Cell (4, 9) |Resource | wood | 449 |Road: 0 |
[2021-09-23 20:09:45,041] CRITICAL: Unknown resource Cell (7, 8) |Resource | wood | 461 |Road: 0 |
[2021-09-23 20:09:45,041] CRITICAL: Unknown resource Cell (7, 9) |Resource | wood | 449 |Road: 0 |
[2021-09-23 20:09:45,041] CRITICAL: Unknown resource Cell (8, 8) |Resource | wood | 451 |Road: 0 |
[2021-09-23 20:09:45,041] CRITICAL: Unknown resource Cell (8, 9) |Resource | wood | 498 |Road: 0 |
[2021-09-23 20:09:45,041] CRITICAL: Unknown resource Cell (8, 10) |Resource | wood | 620 |Road: 0 |
[2021-09-23 20:09:45,041] CRITICAL: Unknown resource Cell (8, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,042] CRITICAL: Unknown resource Cell (9, 11) |Resource | wood | 620 |Road: 0 |
[2021-09-23 20:09:45,082] CRITICAL: Unknown resource Cell (2, 11) |Resource | wood | 600 |Road: 0 |
[2021-09-23 20:09:45,082] CRITICAL: Unknown resource Cell (3, 8) |Resource | wood | 463 |Road: 0 |
[2021-09-23 20:09:45,082] CRITICAL: Unknown resource Cell (3, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,082] CRITICAL: Unknown resource Cell (3, 10) |Resource | wood | 600 |Road: 0 |
[2021-09-23 20:09:45,082] CRITICAL: Unknown resource Cell (3, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,082] CRITICAL: Unknown resource Cell (4, 8) |Resource | wood | 473 |Road: 0 |
[2021-09-23 20:09:45,082] CRITICAL: Unknown resource Cell (4, 9) |Resource | wood | 461 |Road: 0 |
[2021-09-23 20:09:45,082] CRITICAL: Unknown resource Cell (7, 8) |Resource | wood | 473 |Road: 0 |
[2021-09-23 20:09:45,082] CRITICAL: Unknown resource Cell (7, 9) |Resource | wood | 461 |Road: 0 |
[2021-09-23 20:09:45,082] CRITICAL: Unknown resource Cell (8, 8) |Resource | wood | 463 |Road: 0 |
[2021-09-23 20:09:45,082] CRITICAL: Unknown resource Cell (8, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,082] CRITICAL: Unknown resource Cell (8, 10) |Resource | wood | 600 |Road: 0 |
[2021-09-23 20:09:45,082] CRITICAL: Unknown resource Cell (8, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,082] CRITICAL: Unknown resource Cell (9, 11) |Resource | wood | 600 |Road: 0 |
[2021-09-23 20:09:45,116] CRITICAL: Unknown resource Cell (2, 11) |Resource | wood | 580 |Road: 0 |
[2021-09-23 20:09:45,116] CRITICAL: Unknown resource Cell (3, 8) |Resource | wood | 475 |Road: 0 |
[2021-09-23 20:09:45,116] CRITICAL: Unknown resource Cell (3, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,116] CRITICAL: Unknown resource Cell (3, 10) |Resource | wood | 580 |Road: 0 |
[2021-09-23 20:09:45,116] CRITICAL: Unknown resource Cell (3, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,116] CRITICAL: Unknown resource Cell (4, 8) |Resource | wood | 485 |Road: 0 |
[2021-09-23 20:09:45,116] CRITICAL: Unknown resource Cell (4, 9) |Resource | wood | 473 |Road: 0 |
[2021-09-23 20:09:45,116] CRITICAL: Unknown resource Cell (7, 8) |Resource | wood | 485 |Road: 0 |
[2021-09-23 20:09:45,116] CRITICAL: Unknown resource Cell (7, 9) |Resource | wood | 473 |Road: 0 |
[2021-09-23 20:09:45,116] CRITICAL: Unknown resource Cell (8, 8) |Resource | wood | 475 |Road: 0 |
[2021-09-23 20:09:45,116] CRITICAL: Unknown resource Cell (8, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,116] CRITICAL: Unknown resource Cell (8, 10) |Resource | wood | 580 |Road: 0 |
[2021-09-23 20:09:45,116] CRITICAL: Unknown resource Cell (8, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,116] CRITICAL: Unknown resource Cell (9, 11) |Resource | wood | 580 |Road: 0 |
[2021-09-23 20:09:45,151] CRITICAL: Unknown resource Cell (2, 11) |Resource | wood | 560 |Road: 0 |
[2021-09-23 20:09:45,151] CRITICAL: Unknown resource Cell (3, 8) |Resource | wood | 487 |Road: 0 |
[2021-09-23 20:09:45,151] CRITICAL: Unknown resource Cell (3, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,151] CRITICAL: Unknown resource Cell (3, 10) |Resource | wood | 560 |Road: 0 |
[2021-09-23 20:09:45,151] CRITICAL: Unknown resource Cell (3, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,151] CRITICAL: Unknown resource Cell (4, 8) |Resource | wood | 498 |Road: 0 |
[2021-09-23 20:09:45,151] CRITICAL: Unknown resource Cell (4, 9) |Resource | wood | 485 |Road: 0 |
[2021-09-23 20:09:45,151] CRITICAL: Unknown resource Cell (7, 8) |Resource | wood | 498 |Road: 0 |
[2021-09-23 20:09:45,151] CRITICAL: Unknown resource Cell (7, 9) |Resource | wood | 485 |Road: 0 |
[2021-09-23 20:09:45,151] CRITICAL: Unknown resource Cell (8, 8) |Resource | wood | 487 |Road: 0 |
[2021-09-23 20:09:45,151] CRITICAL: Unknown resource Cell (8, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,151] CRITICAL: Unknown resource Cell (8, 10) |Resource | wood | 560 |Road: 0 |
[2021-09-23 20:09:45,151] CRITICAL: Unknown resource Cell (8, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,151] CRITICAL: Unknown resource Cell (9, 11) |Resource | wood | 560 |Road: 0 |
[2021-09-23 20:09:45,180] CRITICAL: Unknown resource Cell (2, 11) |Resource | wood | 540 |Road: 0 |
[2021-09-23 20:09:45,180] CRITICAL: Unknown resource Cell (3, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,180] CRITICAL: Unknown resource Cell (3, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,180] CRITICAL: Unknown resource Cell (3, 10) |Resource | wood | 540 |Road: 0 |
[2021-09-23 20:09:45,180] CRITICAL: Unknown resource Cell (3, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,180] CRITICAL: Unknown resource Cell (4, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,180] CRITICAL: Unknown resource Cell (4, 9) |Resource | wood | 498 |Road: 0 |
[2021-09-23 20:09:45,180] CRITICAL: Unknown resource Cell (7, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,180] CRITICAL: Unknown resource Cell (7, 9) |Resource | wood | 498 |Road: 0 |
[2021-09-23 20:09:45,180] CRITICAL: Unknown resource Cell (8, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,180] CRITICAL: Unknown resource Cell (8, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,180] CRITICAL: Unknown resource Cell (8, 10) |Resource | wood | 540 |Road: 0 |
[2021-09-23 20:09:45,180] CRITICAL: Unknown resource Cell (8, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,180] CRITICAL: Unknown resource Cell (9, 11) |Resource | wood | 540 |Road: 0 |
[2021-09-23 20:09:45,214] CRITICAL: Unknown resource Cell (2, 11) |Resource | wood | 520 |Road: 0 |
[2021-09-23 20:09:45,214] CRITICAL: Unknown resource Cell (3, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,214] CRITICAL: Unknown resource Cell (3, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,214] CRITICAL: Unknown resource Cell (3, 10) |Resource | wood | 520 |Road: 0 |
[2021-09-23 20:09:45,214] CRITICAL: Unknown resource Cell (3, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,214] CRITICAL: Unknown resource Cell (4, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,214] CRITICAL: Unknown resource Cell (4, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,214] CRITICAL: Unknown resource Cell (7, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,214] CRITICAL: Unknown resource Cell (7, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,214] CRITICAL: Unknown resource Cell (8, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,214] CRITICAL: Unknown resource Cell (8, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,214] CRITICAL: Unknown resource Cell (8, 10) |Resource | wood | 520 |Road: 0 |
[2021-09-23 20:09:45,214] CRITICAL: Unknown resource Cell (8, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,214] CRITICAL: Unknown resource Cell (9, 11) |Resource | wood | 520 |Road: 0 |
[2021-09-23 20:09:45,255] CRITICAL: Unknown resource Cell (2, 11) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,255] CRITICAL: Unknown resource Cell (3, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,255] CRITICAL: Unknown resource Cell (3, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,255] CRITICAL: Unknown resource Cell (3, 10) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,255] CRITICAL: Unknown resource Cell (3, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,255] CRITICAL: Unknown resource Cell (4, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,255] CRITICAL: Unknown resource Cell (4, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,255] CRITICAL: Unknown resource Cell (7, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,255] CRITICAL: Unknown resource Cell (7, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,255] CRITICAL: Unknown resource Cell (8, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,255] CRITICAL: Unknown resource Cell (8, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,255] CRITICAL: Unknown resource Cell (8, 10) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,255] CRITICAL: Unknown resource Cell (8, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,255] CRITICAL: Unknown resource Cell (9, 11) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,290] CRITICAL: Unknown resource Cell (2, 11) |Resource | wood | 492 |Road: 0 |
[2021-09-23 20:09:45,290] CRITICAL: Unknown resource Cell (3, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,290] CRITICAL: Unknown resource Cell (3, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,290] CRITICAL: Unknown resource Cell (3, 10) |Resource | wood | 492 |Road: 0 |
[2021-09-23 20:09:45,290] CRITICAL: Unknown resource Cell (3, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,290] CRITICAL: Unknown resource Cell (4, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,290] CRITICAL: Unknown resource Cell (4, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,290] CRITICAL: Unknown resource Cell (7, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,290] CRITICAL: Unknown resource Cell (7, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,290] CRITICAL: Unknown resource Cell (8, 8) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,290] CRITICAL: Unknown resource Cell (8, 9) |Resource | wood | 500 |Road: 0 |
[2021-09-23 20:09:45,290] CRITICAL: Unknown resource Cell (8, 10) |Resource | wood | 492 |Road: 0 |
[2021-09-23 20:09:45,290] CRITICAL: Unknown resource Cell (8, 11) |Resource | wood | 800 |Road: 0 |
[2021-09-23 20:09:45,290] CRITICAL: Unknown resource Cell (9, 11) |Resource | wood | 492 |Road: 0 |
[2021-09-23 20:09:45,332] CRITICAL: Unknown resource Cell (2, 11) |Resource | wood | 484 |Road: 0 |
